,review_movie_title,review_username,review_rating
502,Inception,mollyshelhamer,10.0
503,Inception,vampyrecowboy,7.0
504,Inception,robnels2000,2.0
505,Inception,MTNmovieMan,9.0
506,Inception,GLanoue,1.0
507,Inception,JasonIK75,1.0
508,Inception,claudio_carvalho,6.0
509,Inception,stensson,3.0
510,Inception,MovieGuy109,5.0
511,Inception,mrcibubur,5.0
512,Inception,Victor_Fallon,4.0
513,Inception,cmoyton,1.0
514,Inception,antileft,1.0
515,Inception,Minerva_Meybridge,1.0
516,Inception,Ziya90,7.0
517,Inception,adrean-819-339098,5.0
518,Inception,moviewizguy,7.0
519,Inception,Avanti16,4.0
520,Inception,ashleybelsham,5.0
521,Inception,pefrss,1.0
522,Inception,mikealike,9.0
523,Inception,Danielpotato,9.0
524,Inception,neil-arsenal,3.0
675,Inception,nogodnomasters,10.0
676,Inception,nebukanezer,1.0
677,Inception,ferdinand1932,3.0
678,Inception,sampsonart,2.0
679,Inception,3xHCCH,8.0
680,Inception,bkoganbing,9.0
681,Inception,RobTheWatcher,9.0
682,Inception,Slim_Jack_Rabbit,1.0
683,Inception,Christian_Dimartino,10.0
684,Inception,dpajur,1.0
685,Inception,parrot007,9.0
686,Inception,adrongardner,8.0
687,Inception,moonspinner55,7.0
688,Inception,SausagePourVous,5.0
689,Inception,badajoz-1,2.0
690,Inception,catch_a_fire_2079,2.0
691,Inception,Snowgoat,7.0
692,Inception,captain_dimpf,4.0
693,Inception,PlatoSays,4.0
694,Inception,jemps918,10.0
695,Inception,englishpete65,4.0
696,Inception,agreaves-8-151592,5.0
697,Inception,laurenthoutent,1.0
698,Inception,Edu-16,6.0
699,Inception,diomavro,6.0
875,Inception,altamishsiddiquee,7.0
876,Inception,bayou_hannibal,6.0
877,Inception,ukproject,3.0
878,Inception,RichardSRussell-1,9.0
879,Inception,juliahro,2.0
880,Inception,silmaril-6,7.0
881,Inception,areatw,4.0
882,Inception,kevinalvarezp,4.0
883,Inception,zubsero,1.0
884,Inception,cadillac20,10.0
885,Inception,chris1987,1.0
886,Inception,stopjen,1.0
887,Inception,freshorange,1.0
888,Inception,Caribstu,3.0
889,Inception,g-96059,8.0
890,Inception,msoysta,4.0
891,Inception,TaZmAnOO7,3.0
892,Inception,terrypeck,2.0
893,Inception,st-shot,3.0
894,Inception,j_graves68,5.0
895,Inception,casualobjection,9.0
896,Inception,Tokyo-1997,7.0
897,Inception,TheThirdWoman84,2.0
898,Inception,al-939-110267,3.0
899,Inception,anand-27,4.0
1100,Inception,socrates99,8.0
1101,Inception,spookyrat1,7.0
1102,Inception,namashi_1,10.0
1103,Inception,Wrapper30,6.0
1104,Inception,eastcoastguyz,9.0
1105,Inception,whistlerspa,1.0
1106,Inception,Adorable,4.0
1107,Inception,EvanKevelson,7.0
1108,Inception,paperback_wizard,10.0
1109,Inception,TheTrexr,1.0
1110,Inception,amazon-41,1.0
1111,Inception,dragokin,4.0
1112,Inception,phatdan,8.0
1113,Inception,mahmus,7.0
1114,Inception,maratonrunner,5.0
1115,Inception,AlejandroFCC,4.0
1116,Inception,and_mikkelsen,9.0
1117,Inception,temrok9,3.0
1118,Inception,Attila_the_gorilla,2.0
1119,Inception,FunchoExpress,6.0
1120,Inception,howardeisman,1.0
1121,Inception,NanoFrog,1.0
1122,Inception,CuriosityKilledShawn,7.0
1123,Inception,PWNYCNY,7.0
1124,Inception,adlion944,9.0
1350,Inception,johanncats,1.0
1351,Inception,whatch-17931,4.0
1352,Inception,numenorsniper-66396,9.0
1353,Inception,JohnSeal,6.0
1354,Inception,Theo Robertson,5.0
1355,Inception,hot_action_ninja,7.0
1356,Inception,Healing_Process,6.0
1357,Inception,Marko_Rop,1.0
1358,Inception,Chris-742,2.0
1359,Inception,m_antrim1,1.0
1360,Inception,tortoiseman_526,4.0
1361,Inception,nirradi,1.0
1362,Inception,saintorr,2.0
1363,Inception,chadd firchau,6.0
1364,Inception,Maelific71,4.0
1365,Inception,CaseyFlynn,4.0
1366,Inception,treyplemons,9.0
1367,Inception,TheCinemaMan,5.0
1368,Inception,croetoan,5.0
1369,Inception,Fields201,6.0
1370,Inception,Zyxyzmusic,4.0
1371,Inception,paris_whitney_hilton_nyc,4.0
1372,Inception,michael-561-692892,4.0
1373,Inception,Ryan_V,1.0
1374,Inception,maloned,7.0
1625,Inception,electrifier4,1.0
1626,Inception,pbayle3,4.0
1627,Inception,parolina,1.0
1628,Inception,mnoraznan,1.0
1629,Inception,shorvath55,3.0
1630,Inception,kattegat,1.0
1631,Inception,CelluloidDog,7.0
1632,Inception,alexx668,7.0
1633,Inception,seabrapalma,2.0
1634,Inception,dick-sanders,4.0
1635,Inception,mikezexcel,1.0
1636,Inception,deatman9,1.0
1637,Inception,bruce2-1,5.0
1638,Inception,zadok-332-444684,4.0
1639,Inception,lhnrlmitz,1.0
1640,Inception,zeki-4,6.0
1641,Inception,whatever-tanveer,5.0
1642,Inception,youthandyoungmanhood,4.0
1643,Inception,mreesesh,1.0
1644,Inception,hagner2,1.0
1645,Inception,j-nouwens-461-33148,3.0
1646,Inception,rjw930,6.0
1647,Inception,rraa-dd,1.0
1648,Inception,ItsRobinTV,9.0
1649,Inception,Zando777,9.0
1925,Inception,daadv,6.0
1926,Inception,sj7075-292-151006,1.0
1927,Inception,burtofprey-1,1.0
1928,Inception,deickos,3.0
1929,Inception,mikethevike,1.0
1930,Inception,joehemmings68,7.0
1931,Inception,stupidus,1.0
1932,Inception,imagiking,7.0
1933,Inception,rusoviet,2.0
1934,Inception,rob_holthaus,5.0
1935,Inception,maryfeather80,4.0
1936,Inception,ermhm,6.0
1937,Inception,jjolla888,1.0
1938,Inception,JosuNuverz,4.0
1939,Inception,Quinoa1984,9.0
1940,Inception,john-davis3224,4.0
1941,Inception,plupu66,3.0
1942,Inception,Bunuel1976,7.0
1943,Inception,dazzking,5.0
1944,Inception,johnny-89987,3.0
1945,Inception,zurdulla,9.0
1946,Inception,rooee,6.0
1947,Inception,Eumenides_0,8.0
1948,Inception,blowfly13,5.0
1949,Inception,gunnar_zero-1,1.0
2250,Inception,with_the_flames_i_die126,10.0
2251,Inception,boris-karloff-1,1.0
2252,Inception,vsdobbs,2.0
2253,Inception,harry-austin,3.0
2254,Inception,gamer864,1.0
2255,Inception,mxbishop,4.0
2256,Inception,Spondonman,8.0
2257,Inception,bmennen,6.0
2258,Inception,proletinchen,2.0
2259,Inception,tharrington-3,5.0
2260,Inception,fifibelle,10.0
2261,Inception,sa_online,10.0
2262,Inception,dumsumdumfai,7.0
2263,Inception,jan_kalina,10.0
2264,Inception,thebucketrider,7.0
2265,Inception,RonellSowes,3.0
2266,Inception,DA30103,1.0
2267,Inception,PennyLANE77,7.0
2268,Inception,demonterka,1.0
2269,Inception,dmgreer,7.0
2270,Inception,thesevenelevenguy,1.0
2271,Inception,GirishGowda,10.0
2272,Inception,lordfrazer,1.0
2273,Inception,badatz,1.0
2274,Inception,lachcatoknca,6.0
2600,Inception,eatpajdittsvin,7.0
2601,Inception,GFDTommasino,3.0
2602,Inception,TomatoElephant,4.0
2603,Inception,sider0,10.0
2604,Inception,onelyfunitd,10.0
2605,Inception,brett-76260,3.0
2606,Inception,gbghykwg,2.0
2607,Inception,Rectangular_businessman,6.0
2608,Inception,derwunderbaremandarin,4.0
2609,Inception,dan-887-622083,1.0
2610,Inception,Quietb-1,2.0
2611,Inception,Apemangalore,9.0
2612,Inception,richard-810,6.0
2613,Inception,garydiamond,7.0
2614,Inception,bill_b4,4.0
2615,Inception,dpvog,9.0
2616,Inception,dbk-923-252984,2.0
2617,Inception,ironhorse_iv,9.0
2618,Inception,hanjhking,9.0
2619,Inception,mp31415,1.0
2620,Inception,brettchatz-1,5.0
2621,Inception,AlmelchIIX,2.0
2622,Inception,Zaphod2000,3.0
2623,Inception,Quebec_Dragon,7.0
2624,Inception,monty_lnct,9.0
2975,Inception,krzysiektom,9.0
2976,Inception,melgarcia40,7.0
2977,Inception,trudiecarr,4.0
2978,Inception,me_n_myself2199,6.0
2979,Inception,smatysia,8.0
2980,Inception,redout22,4.0
2981,Inception,kieronboote-134-969472,2.0
2982,Inception,shakawtwf,3.0
2983,Inception,eXistenZial,4.0
2984,Inception,rakasome,1.0
2985,Inception,nomerit,1.0
2986,Inception,soldiertoddopos24536,4.0
2987,Inception,chaney1888,2.0
2988,Inception,mkc1218,1.0
2989,Inception,afarr000,4.0
2990,Inception,Joeyistheman,1.0
2991,Inception,joe_raja,9.0
2992,Inception,mhblack91,2.0
2993,Inception,XueHuaBingYu,6.0
2994,Inception,classicsoncall,10.0
2995,Inception,cracker,3.0
2996,Inception,comquest,3.0
2997,Inception,kayteecee,7.0
2998,Inception,audiorepairs,5.0
2999,Inception,warlund71,5.0
3375,Inception,dave-sturm,9.0
3376,Inception,Sillypooh,5.0
3377,Inception,MONA0825,2.0
3378,Inception,catpantry,7.0
3379,Inception,Kirpianuscus,9.0
3380,Inception,ashdoc53,9.0
3381,Inception,Vartiainen,10.0
3382,Inception,xNecRosex,10.0
3383,Inception,Psalm52,9.0
3384,Inception,utpal_das,9.0
3385,Inception,DUKEJBM,9.0
3386,Inception,ikanboy,7.0
3387,Inception,AaronCapenBanner,7.0
3388,Inception,Mr-Fusion,7.0
3389,Inception,gsic_batou,10.0
3390,Inception,BeatlesFan3287,10.0
3391,Inception,chintusrikanth-58753,10.0
3392,Inception,bobbyelliott,2.0
3393,Inception,cathcacr,5.0
3394,Inception,adammcadam,4.0
3395,Inception,p-stepien,7.0
3396,Inception,cricketbat,9.0
3397,Inception,damianphelps,9.0
3398,Inception,Wistfull,2.0
3399,Inception,EUyeshima,8.0
3800,Inception,mr_congenialityng,10.0
3801,Inception,chrissmith156,5.0
3802,Inception,x_badd,1.0
3803,Inception,gregeichelberger,7.0
3804,Inception,Top_Dawg_Critic,8.0
3805,Inception,Jay-1168,10.0
3806,Inception,Bored_Dragon,10.0
3807,Inception,dlooke,4.0
3808,Inception,napierslogs,8.0
3809,Inception,LTDwithMWP,5.0
3810,Inception,phoebe404,1.0
3811,Inception,Francois84,1.0
3812,Inception,fraggy,1.0
3813,Inception,zhubertX,2.0
3814,Inception,blacklist-1,10.0
3815,Inception,hell_boykissmyass,10.0
3816,Inception,doomedmac,9.0
3817,Inception,HareTrinity,9.0
3818,Inception,godsdisciple,4.0
3819,Inception,Leofwine_draca,8.0
3820,Inception,charlotetoong,10.0
3821,Inception,Johnny-the-Film-Sentinel-2187,10.0
3822,Inception,batiste-bieler,1.0
3823,Inception,samuelding85,9.0
3824,Inception,noalygh,4.0
4250,Inception,winteranyway,2.0
4251,Inception,CinemaClown,9.0
4253,Inception,reinbo,2.0
4254,Inception,modomofo,1.0
4255,Inception,SPZMaxinema,8.0
4256,Inception,CurrySmuggler,1.0
4257,Inception,george.schmidt,10.0
4258,Inception,surfDOL72,1.0
4259,Inception,Denkverbot,5.0
4260,Inception,zac-04879,6.0
4261,Inception,squicker,7.0
4262,Inception,Carlmmm,4.0
4263,Inception,mnjacks,10.0
4264,Inception,themissingpatient,6.0
4265,Inception,ddzsfp,10.0
4266,Inception,Alexstam54,4.0
4267,Inception,sheepmonk2000,8.0
4268,Inception,Lord_Squinty,9.0
4269,Inception,AlmaCuerpocaliente,7.0
4270,Inception,tbills2,8.0
4271,Inception,Brawl_666,9.0
4272,Inception,K3nzit,7.0
4273,Inception,jsn-987-168236,1.0
4274,Inception,robdor,4.0
4725,Inception,jmstraight-989-150276,4.0
4726,Inception,mcsheehey,8.0
4727,Inception,Naomh,6.0
4728,Inception,a-little-squeek,6.0
4729,Inception,micz81,6.0
4730,Inception,RedLime,6.0
4731,Inception,Meven_Stoffat,10.0
4732,Inception,pazu7,9.0
4733,Inception,Hellmant,10.0
4734,Inception,ap_griffiths,5.0
4735,Inception,thepowerofnow,1.0
4736,Inception,Screen_O_Genic,8.0
4737,Inception,Hinosan417,7.0
4738,Inception,michael-piotrowski,4.0
4739,Inception,SafReviews,8.0
4740,Inception,Radu_A,7.0
4741,Inception,new-old1,10.0
4742,Inception,rwelch0856,1.0
4743,Inception,GManfred,9.0
4744,Inception,timucin_savas,10.0
4745,Inception,bunts-92073,1.0
4746,Inception,Tcarts76,10.0
4747,Inception,isisinhouston,2.0
4748,Inception,esposip,7.0
4749,Inception,akorna,5.0
5225,Inception,mgd_m,9.0
5226,Inception,ssssgelojun,10.0
5227,Inception,naderq-1,4.0
5228,Inception,H-x-mon,9.0
5229,Inception,youngbonzi,7.0
5230,Inception,ash-47,1.0
5231,Inception,MGabbard,9.0
5232,Inception,pukasan,3.0
5233,Inception,DreadCthulhu,2.0
5234,Inception,bitsnumber1,8.0
5235,Inception,anthony_retford,3.0
5236,Inception,chelano,8.0
5237,Inception,quinnox-1,5.0
5238,Inception,eyeoftheghost,5.0
5239,Inception,JBreez,10.0
5240,Inception,budmassey,5.0
5241,Inception,jwbeller,1.0
5242,Inception,zetes,10.0
5243,Inception,ticket_for_one,10.0
5244,Inception,Jules45,10.0
5245,Inception,nk4263,10.0
5246,Inception,JuanKaius,10.0
5247,Inception,brucerussellmyers,7.0
5248,Inception,jasminn_tan,9.0
5249,Inception,cm_anon76,7.0
5750,Inception,solsikkegh,4.0
5751,Inception,rogerdob,1.0
5752,Inception,david-1843,1.0
5753,Inception,neilogue,1.0
5754,Inception,ahelghanai,4.0
5755,Inception,launcelot2000,1.0
5756,Inception,kdavidbushnell,1.0
5757,Inception,lewiskendell,9.0
5758,Inception,rucricket,4.0
5759,Inception,cdjh-81125,10.0
5760,Inception,nhalaban,2.0
5761,Inception,simulox,9.0
5762,Inception,freddy54-211-469054,1.0
5763,Inception,marcellopenso,3.0
5764,Inception,Acello,9.0
5765,Inception,phaenomenalbert,7.0
5766,Inception,Filmazer,7.0
5767,Inception,Stampsfightclub,9.0
5768,Inception,jon.h.ochiai,10.0
5769,Inception,Karl Self,6.0
5770,Inception,greenbeavervideo,8.0
5771,Inception,nikowanamate,7.0
5772,Inception,giren-ismaya,8.0
5773,Inception,jaredpahl,5.0
6298,Inception,Ruskington,7.0
6299,Inception,yashrajs536,10.0
6300,Inception,agmoldham,5.0
6301,Inception,ajs-10,10.0
6302,Inception,m_j_dampier,1.0
6303,Inception,taylorann1,10.0
6304,Inception,lucasversantvoort,7.0
6305,Inception,ProjectAnomaly,1.0
6306,Inception,totalniopoziv,2.0
6307,Inception,joninoxford,1.0
6308,Inception,DonFishies,9.0
6309,Inception,gibat51,1.0
6310,Inception,winsumlosesum,3.0
6311,Inception,nat-darke,1.0
6312,Inception,trockstroh,1.0
6313,Inception,william-eugensson,9.0
6314,Inception,trinity-destler,4.0
6315,Inception,Jonny_Numb,6.0
6316,Inception,pforpoed,6.0
6317,Inception,robertodonati-1,2.0
6318,Inception,WasiReviews,9.0
6319,Inception,blackmamba99971,10.0
6320,Inception,stormarm,1.0
6321,Inception,EtherealMind,9.0
6322,Inception,RyanCShowers,9.0
6872,Inception,vlferenczy,1.0
6873,Inception,fudanchu,6.0
6874,Inception,inkblot11,10.0
6875,Inception,Tomoosterbroek,7.0
6876,Inception,frankylamouche,1.0
6877,Inception,ariasisaac-89085,2.0
6878,Inception,g-87877,10.0
6879,Inception,ziancara,10.0
6880,Inception,klesker,10.0
6881,Inception,the_rattlesnake25,8.0
6882,Inception,fantasyescapist,9.0
6883,Inception,Horst_In_Translation,8.0
6884,Inception,plankwanker,6.0
6885,Inception,fred-kolb,10.0
6886,Inception,tod3058,2.0
6887,Inception,trainerrusty,6.0
6888,Inception,Legendary_Badass,8.0
6889,Inception,bertrand_croft,1.0
6890,Inception,bignuts-06245,8.0
6891,Inception,GHarlow-897-186408,7.0
6892,Inception,iller1234,8.0
6893,Inception,fiendofilm,1.0
6894,Inception,eduardoantaramian,10.0
6895,Inception,IreneWatsonC,9.0
6896,Inception,Astralan,10.0
7471,Inception,Zrn87,1.0
7472,Inception,jacqueline-439-75489,5.0
7473,Inception,jaskunwar993,10.0
7474,Inception,lifefourhome,10.0
7475,Inception,philipposx-12290,9.0
7476,Inception,kunalkhandwala,10.0
7477,Inception,liam-burford-696-576984,2.0
7478,Inception,adamkeane-946-730333,6.0
7479,Inception,jzappa,9.0
7480,Inception,thekyles99,5.0
7481,Inception,LeightWinst,9.0
7482,Inception,stayup_all_night,6.0
7483,Inception,pickle-92642,10.0
7484,Inception,moonfish-51699,4.0
7485,Inception,victuki,10.0
7486,Inception,BorisKarpov,1.0
7487,Inception,lee_eisenberg,8.0
7488,Inception,billr672002-1,10.0
7489,Inception,stevipp,1.0
7490,Inception,desoutter,1.0
7491,Inception,jordache-wee,9.0
7492,Inception,JTPB,5.0
7493,Inception,iluvfilm5,1.0
7494,Inception,filmiky,6.0
7495,Inception,alexart-1,10.0
8095,Inception,johnnyboyz,6.0
8096,Inception,ma-cortes,7.0
8097,Inception,Movie_Muse_Reviews,9.0
8098,Inception,eschetic-2,8.0
8099,Inception,Dane88,4.0
8100,Inception,Calicodreamin,8.0
8101,Inception,Ashcropolis,10.0
8102,Inception,r-89491,7.0
8103,Inception,allah_is_mighty,4.0
8104,Inception,marcel-haagen,1.0
8105,Inception,hywellda,3.0
8106,Inception,jburtroald95,8.0
8107,Inception,wagtheschmoo,1.0
8108,Inception,probez,6.0
8109,Inception,monsterhunt-94296,10.0
8110,Inception,aristophanes,5.0
8111,Inception,markphilo,4.0
8112,Inception,Michaelnathaniel,9.0
8113,Inception,shoktart,10.0
8114,Inception,debniak,9.0
8115,Inception,blndbahaden,10.0
8116,Inception,altrockfan,1.0
8117,Inception,robbieclaravall,4.0
8118,Inception,Matt_Layden,10.0
8119,Inception,matthewjloller,10.0
8744,Inception,faisal_khatib,9.0
8745,Inception,thomas-hardcastle-2,8.0
8746,Inception,mgallant-6,1.0
8747,Inception,cliscow,1.0
8748,Inception,TheGOLDENWALRUS,10.0
8749,Inception,wy-90259,10.0
8750,Inception,eddie_baggins,10.0
8751,Inception,freemantle_uk,10.0
8752,Inception,redp,6.0
8753,Inception,tomblakey-27156,10.0
8754,Inception,c-devnull,4.0
8755,Inception,Manal1987,7.0
8756,Inception,cybersupam,9.0
8757,Inception,whatever_123,10.0
8758,Inception,razor-mp,10.0
8759,Inception,jcvdxxx,5.0
8760,Inception,r96sk,10.0
8761,Inception,JGTurner-364-300307,6.0
8762,Inception,blanche-2,10.0
8763,Inception,gary-444,10.0
8764,Inception,liamgt-82128,9.0
8765,Inception,bobbobwhite,7.0
8766,Inception,Farhad_Aziz,10.0
8767,Inception,gopikirandirector,10.0
8768,Inception,pete-murphy97,8.0
